This list contains all games supported by FinalBurn Neo.

724 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| ffightbl	|  	| Final Fight (bootleg set 1 (with 2xYM2203 + 2xMSM5205), World)| ffight| 1990	| bootleg	| CPS1		| 					| fg-e.bin| src/burn/drv/capcom/d_cps1.cpp|
| ffightbla	|  	| Final Fight (bootleg set 2 (with 2xYM2203 + 2xMSM5205), World))| ffight| 1990	| bootleg	| CPS1		| 					| 9.bin| src/burn/drv/capcom/d_cps1.cpp|
| ffightj	|  	| Final Fight (Japan)					| ffight	| 1989	| Capcom	| CPS1		| 					| ff36.bin| src/burn/drv/capcom/d_cps1.cpp|
| ffightu	|  	| Final Fight (USA, set 1)				| ffight	| 1989	| Capcom	| CPS1		| 					| ff_36.11f| src/burn/drv/capcom/d_cps1.cpp|
| ffightu1	|  	| Final Fight (USA, set 2)				| ffight	| 1989	| Capcom	| CPS1		| 					| ff_36.11f| src/burn/drv/capcom/d_cps1.cpp|
| ffightu2	|  	| Final Fight (USA, set 3)				| ffight	| 1989	| Capcom	| CPS1		| 					| ffu_h0.12f| src/burn/drv/capcom/d_cps1.cpp|
| ffight	|  	| Final Fight (World, set 1)				| 		| 1989	| Capcom	| CPS1		| 					| ff_36.11f| src/burn/drv/capcom/d_cps1.cpp|
| ffighta	|  	| Final Fight (World, set 2)				| ffight	| 1989	| Capcom	| CPS1		| 					| ffe_30.11f| src/burn/drv/capcom/d_cps1.cpp|
| ffightae	|  	| Final Fight 30th Anniversary Edition			| ffight	| 2019	| hack		| CPS1		| 					| ff-23m.8h| src/burn/drv/capcom/d_cps1.cpp|
| forgottnj	|  	| Forgotten Worlds (Japan)				| forgottn	| 1988	| Capcom	| CPS1		| 					| 11.14f| src/burn/drv/capcom/d_cps1.cpp|
| forgottnua	|  	| Forgotten Worlds (US, B-Board 88618B-2, rev A)	| forgottn	| 1988	| Capcom	| CPS1		| 					| lwu_11a.14f| src/burn/drv/capcom/d_cps1.cpp|
| forgottnuaa	|  	| Forgotten Worlds (US, B-Board 88618B-2, rev AA)	| forgottn	| 1988	| Capcom	| CPS1		| 					| lwu_11aa.14f| src/burn/drv/capcom/d_cps1.cpp|
| forgottnuc	|  	| Forgotten Worlds (US, B-Board 88618B-2, Rev C)	| forgottn	| 1988	| Capcom	| CPS1		| 					| lw11c.14f| src/burn/drv/capcom/d_cps1.cpp|
| forgottnue	|  	| Forgotten Worlds (US, B-Board 88618B-2, Rev E)	| forgottn	| 1988	| Capcom	| CPS1		| 					| lw11e.14f| src/burn/drv/capcom/d_cps1.cpp|
| forgottnu	|  	| Forgotten Worlds (US, B-Board 88621B-2, rev C)	| forgottn	| 1988	| Capcom	| CPS1		| 					| lw11c.12f| src/burn/drv/capcom/d_cps1.cpp|
| forgottna	|  	| Forgotten Worlds (World)				| forgottn	| 1988	| Capcom	| CPS1		| 					| lw11.12f| src/burn/drv/capcom/d_cps1.cpp|
| forgottn	|  	| Forgotten Worlds (World, newer)			| 		| 1988	| Capcom	| CPS1		| 					| lw40.12f| src/burn/drv/capcom/d_cps1.cpp|
| cps1frog	|  	| Frog Feast (CPS-1)					| 		| 2006	| Rastersoft (Ho| CPS1		| 					| frog30-36.bin| src/burn/drv/capcom/d_cps1.cpp|
| ganbare	|  	| Ganbare! Marine Kun (Marine 2K0411 JPN)		| 		| 2000	| Capcom	| CPS1		| 					| mrnj_23d.8f| src/burn/drv/capcom/d_cps1.cpp|
| ghoulsu	|  	| Ghouls'n Ghosts (US)					| ghouls	| 1988	| Capcom	| CPS1		| 					| dmu_29.10h| src/burn/drv/capcom/d_cps1.cpp|
| ghouls	|  	| Ghouls'n Ghosts (World)				| 		| 1988	| Capcom	| CPS1		| 					| dme_29.10h| src/burn/drv/capcom/d_cps1.cpp|
| gigawinga	|  	| Giga Wing (990222 Asia)				| gigawing	| 1999	| Takumi (Capcom| CPS2		| 					| ggwa.03a| src/burn/drv/capcom/d_cps2.cpp|
| gigawingb	|  	| Giga Wing (990222 Brazil)				| gigawing	| 1999	| Takumi (Capcom| CPS2		| 					| ggwb.03| src/burn/drv/capcom/d_cps2.cpp|
| gigawingh	|  	| Giga Wing (990222 Hispanic)				| gigawing	| 1999	| Takumi (Capcom| CPS2		| 					| ggwh.03a| src/burn/drv/capcom/d_cps2.cpp|
| gigawingd	|  	| Giga Wing (990222 USA Phoenix Edition)		| gigawing	| 1999	| bootleg	| CPS2		| 					| ggwu_d.03| src/burn/drv/capcom/d_cps2.cpp|
| gigawing	|  	| Giga Wing (990222 USA)				| 		| 1999	| Takumi (Capcom| CPS2		| 					| ggwu.03| src/burn/drv/capcom/d_cps2.cpp|
| gigawingjd	|  	| Giga Wing (990223 Japan Phoenix Edition)		| gigawing	| 1999	| bootleg	| CPS2		| 					| ggwjd.03a| src/burn/drv/capcom/d_cps2.cpp|
| gigawingj	|  	| Giga Wing (990223 Japan)				| gigawing	| 1999	| Takumi (Capcom| CPS2		| 					| ggwj.03a| src/burn/drv/capcom/d_cps2.cpp|
| gigaman2	|  	| Gigaman 2: The Power Fighters (bootleg)		| megaman2	| 1996	| bootleg	| CPS2		| No Sound (MCU not dumped)		| sys_rom1.bin| src/burn/drv/capcom/d_cps2.cpp|
| gmahou	|  	| Great Mahou Daisakusen (000121 Japan)			| dimahoo	| 2000	| 8ing / Raizing| CPS2		| 					| gmdj.03| src/burn/drv/capcom/d_cps2.cpp|
| gulunpa	|  	| Gulun.Pa! (Japan 931220 L)				| 		| 1993	| Capcom	| Miscellaneous	| 					| 26| src/burn/drv/capcom/d_cps1.cpp|
| halfway	|  	| Halfway To Hell: Progear Red Label (2016-1-17 Red label ver)| progear	| 2016	| The Halfway Ho| CPS2		| 					| halfway.03| src/burn/drv/capcom/d_cps2.cpp|
| hsf2j1	|  	| Hyper Street Fighter II: The Anniversary Edition (031222 Japan)| hsf2	| 2004	| Capcom	| CPS2		| 					| hs2j.03| src/burn/drv/capcom/d_cps2.cpp|
| hsf2d		|  	| Hyper Street Fighter II: The Anniversary Edition (040202 Asia Phoenix Edition)| hsf2| 2004| bootleg	| CPS2		| 					| hs2ad.03| src/burn/drv/capcom/d_cps2.cpp|
| hsf2da	|  	| Hyper Street Fighter II: The Anniversary Edition (040202 Asia Phoenix Edition, alt)| hsf2| 2004| bootleg	| CPS2		| 					| hs2ad.03| src/burn/drv/capcom/d_cps2.cpp|
| hsf2a		|  	| Hyper Street Fighter II: The Anniversary Edition (040202 Asia)| hsf2	| 2004	| Capcom	| CPS2		| 					| hs2a.03| src/burn/drv/capcom/d_cps2.cpp|
| hsf2j		|  	| Hyper Street Fighter II: The Anniversary Edition (040202 Japan)| hsf2	| 2004	| Capcom	| CPS2		| 					| hs2j.03c| src/burn/drv/capcom/d_cps2.cpp|
| hsf2		|  	| Hyper Street Fighter II: The Anniversary Edition (040202 USA)| 		| 2004	| Capcom	| CPS2		| 					| hs2u.03| src/burn/drv/capcom/d_cps2.cpp|
| jojobar1	|  	| JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Euro 990913)| jojoba| 1999| Capcom| CPS-3| 				| jojoba_euro.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojobaner1	|  	| JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Euro 990913, NO CD)| jojoba| 1999| Capcom| CPS-3| 			| jojoba_euro_nocd.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojoba	|  	| JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Euro 990927)| | 1999| Capcom| CPS-3| 					| jojoba_euro_.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojobane	|  	| JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Euro 990927, NO CD)| jojoba| 1999| Capcom| CPS-3| 			| jojoba_euro_nocd.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojobajr1	|  	| JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990913)| jojoba| 1999| Capcom| CPS-3| 				| jojoba_japan.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojobanr1	|  	| JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990913, NO CD)| jojoba| 1999| Capcom| CPS-3| 			| jojoba_japan_nocd.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojobaj	|  	| JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927)| jojoba| 1999| Capcom| CPS-3| 				| jojoba_japan.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojoban	|  	| JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927, NO CD)| jojoba| 1999| Capcom| CPS-3| 			| jojoba_japan_nocd.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojoar2	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Asia 981202)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_asia.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojonr2	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Asia 981202, NO CD)| jojo	| 1998	| Capcom	| CPS-3		| 					| jojo_asia_nocd.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojoar1	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Asia 990108)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_asia.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojonr1	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Asia 990108, NO CD)| jojo	| 1998	| Capcom	| CPS-3		| 					| jojo_asia_nocd.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojoa		|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Asia 990128)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_asia.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojon		|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Asia 990128, NO CD)| jojo	| 1998	| Capcom	| CPS-3		| 					| jojo_asia_nocd.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojor2	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Euro 981202)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_euro.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojor1	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Euro 990108)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_euro.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojo		|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Euro 990128)| 		| 1998	| Capcom	| CPS-3		| 					| jojo_euro.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojojr2	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Japan 981202)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_japan.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojojr1	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Japan 990108)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_japan.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojoj		|  	| JoJo's Venture / JoJo no Kimyou na Bouken (Japan 990128)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_japan.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojour2	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (USA 981202)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_usa.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojour1	|  	| JoJo's Venture / JoJo no Kimyou na Bouken (USA 990108)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_usa.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jojou		|  	| JoJo's Venture / JoJo no Kimyou na Bouken (USA 990128)| jojo		| 1998	| Capcom	| CPS-3		| 					| jojo_usa.29f400.u2| src/burn/drv/cps3/d_cps3.cpp|
| jurassic99	|  	| Jurassic 99 (Cadillacs and Dinosaurs bootleg with EM78P447AP, 930201 ?)| dino| 1993	| bootleg	| CPS1		| No sound				| 210204_rom2.bin| src/burn/drv/capcom/d_cps1.cpp|
| jyangoku	|  	| Jyangokushi  -Haoh no Saihai- (990527 Japan)		| 		| 1999	| Mitchell	| CPS2		| 					| majj.03| src/burn/drv/capcom/d_cps2.cpp|
| kenseim	| D	| Ken Sei Mogura: Street Fighter II (Japan 940418, Ver 1.00)| 		| 1994	| Capcom / Togo | CPS1		| 					| knm_23.8f| src/burn/drv/capcom/d_kenseim.h|
| knights	|  	| Knights of the Round (911127 etc)			| 		| 1991	| Capcom	| CPS1		| 					| kr_23e.8f| src/burn/drv/capcom/d_cps1.cpp|
| knightsja	|  	| Knights of the Round (911127 Japan, B-Board 89625B-1)	| knights	| 1991	| Capcom	| CPS1		| 					| krj_36.12f| src/burn/drv/capcom/d_cps1.cpp|
| knightsj	|  	| Knights of the Round (911127 Japan, B-Board 91634B-2)	| knights	| 1991	| Capcom	| CPS1		| 					| kr_23j.8f| src/burn/drv/capcom/d_cps1.cpp|
| knightsu	|  	| Knights of the Round (911127 USA)			| knights	| 1991	| Capcom	| CPS1		| 					| kr_23u.8f| src/burn/drv/capcom/d_cps1.cpp|
| knightsb	|  	| Knights of the Round (bootleg set 1 (with YM2151 + 2xMSM5205), 911127 etc)| knights| 1991| bootleg	| CPS1		| 					| 5.ic172| src/burn/drv/capcom/d_cps1.cpp|
| knightsb2	|  	| Knights of the Round (bootleg set 2, 911127 etc)	| knights	| 1991	| bootleg	| CPS1		| 					| left.code.040| src/burn/drv/capcom/d_cps1.cpp|
| knightsb3	|   NW	| Knights of the Round (bootleg set 3 (with 2xMSM5205), 911127 etc)| knights| 1991	| bootleg	| CPS1		| unemulated graphics			| 5.bin| src/burn/drv/capcom/d_cps1.cpp|
| knightsb4	|  	| Knights of the Round (bootleg set 4 (with YM2151 + 2xMSM5205), 911127 etc)| knights| 1991| bootleg	| CPS1		| 					| 3.bin| src/burn/drv/capcom/d_cps1.cpp|
| knightsb5	|  	| Knights of the Round (bootleg set 5, 911127 Japan)	| knights	| 1991	| bootleg	| CPS1		| 					| 23.096| src/burn/drv/capcom/d_cps1.cpp|
| knightsh	|  	| Knights of the Round (hack set 1)			| knights	| 1991	| hack		| CPS1		| 					| krh_23.rom| src/burn/drv/capcom/d_cps1.cpp|
| knightsh2	|  	| Knights of the Round (hack set 2, 911127 etc)		| knights	| 1991	| hack		| CPS1		| 					| krha_23.rom| src/burn/drv/capcom/d_cps1.cpp|
| lostwrldo	|  	| Lost Worlds (Japan Old ver.)				| forgottn	| 1988	| Capcom	| CPS1		| 					| lw_11.14f| src/burn/drv/capcom/d_cps1.cpp|
| lostwrld	|  	| Lost Worlds (Japan)					| forgottn	| 1988	| Capcom	| CPS1		| 					| lw_11c.14f| src/burn/drv/capcom/d_cps1.cpp|
| mswordj	|  	| Magic Sword (23.06.1990 Japan)			| msword	| 1990	| Capcom	| CPS1		| 					| msj_36.12f| src/burn/drv/capcom/d_cps1.cpp|
| mswordr1	|  	| Magic Sword - heroic fantasy (23.06.1990 other country)| msword	| 1990	| Capcom	| CPS1		| 					| ms_30.11f| src/burn/drv/capcom/d_cps1.cpp|
| msword	|  	| Magic Sword - heroic fantasy (25.07.1990 other country)| 		| 1990	| Capcom	| CPS1		| 					| mse_30.11f| src/burn/drv/capcom/d_cps1.cpp|
| mswordu	|  	| Magic Sword - heroic fantasy (25.07.1990 USA)		| msword	| 1990	| Capcom	| CPS1		| 					| msu_30.11f| src/burn/drv/capcom/d_cps1.cpp|
| mmatrixa	|  	| Mars Matrix (000412 Asia)				| mmatrix	| 2000	| Takumi (Capcom| CPS2		| 					| mmxa.03| src/burn/drv/capcom/d_cps2.cpp|
| mmatrixj	|  	| Mars Matrix (000412 Japan)				| mmatrix	| 2000	| Takumi (Capcom| CPS2		| 					| mmxj.03| src/burn/drv/capcom/d_cps2.cpp|
| mmatrixd	|  	| Mars Matrix (000412 USA Phoenix Edition)		| mmatrix	| 2000	| bootleg	| CPS2		| 					| mmxud.03| src/burn/drv/capcom/d_cps2.cpp|
| mmatrix	|  	| Mars Matrix (000412 USA)				| 		| 2000	| Takumi (Capcom| CPS2		| 					| mmxu.03| src/burn/drv/capcom/d_cps2.cpp|
| msha		|  	| Marvel Super Heroes (951024 Asia)			| msh		| 1995	| Capcom	| CPS2		| 					| msha.03e| src/burn/drv/capcom/d_cps2.cpp|
| mshbr1	|  	| Marvel Super Heroes (951024 Brazil)			| msh		| 1995	| Capcom	| CPS2		| 					| mshb.03b| src/burn/drv/capcom/d_cps2.cpp|
| msh		|  	| Marvel Super Heroes (951024 Euro)			| 		| 1995	| Capcom	| CPS2		| 					| mshe.03e| src/burn/drv/capcom/d_cps2.cpp|
| mshjr1	|  	| Marvel Super Heroes (951024 Japan)			| msh		| 1995	| Capcom	| CPS2		| 					| mshj.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshud		|  	| Marvel Super Heroes (951024 USA Phoenix Edition)	| msh		| 1995	| bootleg	| CPS2		| 					| mshud.03| src/burn/drv/capcom/d_cps2.cpp|
| mshu		|  	| Marvel Super Heroes (951024 USA)			| msh		| 1995	| Capcom	| CPS2		| 					| mshu.03| src/burn/drv/capcom/d_cps2.cpp|
| mshb		|  	| Marvel Super Heroes (951117 Brazil)			| msh		| 1995	| Capcom	| CPS2		| 					| mshb.03c| src/burn/drv/capcom/d_cps2.cpp|
| mshh		|  	| Marvel Super Heroes (951117 Hispanic)			| msh		| 1995	| Capcom	| CPS2		| 					| mshh.03c| src/burn/drv/capcom/d_cps2.cpp|
| mshj		|  	| Marvel Super Heroes (951117 Japan)			| msh		| 1995	| Capcom	| CPS2		| 					| mshj.03g| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfa1	|  	| Marvel Super Heroes vs Street Fighter (970620 Asia)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsa.03| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfa	|  	| Marvel Super Heroes vs Street Fighter (970625 Asia)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsa.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfb1	|  	| Marvel Super Heroes vs Street Fighter (970625 Brazil)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsb.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshvsf	|  	| Marvel Super Heroes vs Street Fighter (970625 Euro)	| 		| 1997	| Capcom	| CPS2		| 					| mvse.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfh	|  	| Marvel Super Heroes vs Street Fighter (970625 Hispanic)| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsh.03f| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfj2	|  	| Marvel Super Heroes vs Street Fighter (970625 Japan)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsj.03g| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfu1d	|  	| Marvel Super Heroes vs Street Fighter (970625 USA Phoenix Edition)| mshvsf| 1997	| bootleg	| CPS2		| 					| mvsu_d.03d| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfu1	|  	| Marvel Super Heroes vs Street Fighter (970625 USA)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsu.03d| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfj1	|  	| Marvel Super Heroes vs Street Fighter (970702 Japan)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsj.03h| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfj	|  	| Marvel Super Heroes vs Street Fighter (970707 Japan)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsj.03i| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfb	|  	| Marvel Super Heroes vs Street Fighter (970827 Brazil)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsb.03g| src/burn/drv/capcom/d_cps2.cpp|
| mshvsfu	|  	| Marvel Super Heroes vs Street Fighter (970827 USA)	| mshvsf	| 1997	| Capcom	| CPS2		| 					| mvsu.03g| src/burn/drv/capcom/d_cps2.cpp|
| mvscur1	|  	| Marvel vs Capcom - clash of super heroes (971222 USA)	| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcu.03| src/burn/drv/capcom/d_cps2.cpp|
| mvscar1	|  	| Marvel vs Capcom - clash of super heroes (980112 Asia)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvca.03| src/burn/drv/capcom/d_cps2.cpp|
| mvscr1	|  	| Marvel vs Capcom - clash of super heroes (980112 Euro)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvce.03| src/burn/drv/capcom/d_cps2.cpp|
| mvscjr1	|  	| Marvel vs Capcom - clash of super heroes (980112 Japan)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcj.03| src/burn/drv/capcom/d_cps2.cpp|
| mvsca		|  	| Marvel vs Capcom - clash of super heroes (980123 Asia)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvca.03a| src/burn/drv/capcom/d_cps2.cpp|
| mvscb		|  	| Marvel vs Capcom - clash of super heroes (980123 Brazil)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcb.03a| src/burn/drv/capcom/d_cps2.cpp|
| mvsc		|  	| Marvel vs Capcom - clash of super heroes (980123 Euro)| 		| 1998	| Capcom	| CPS2		| 					| mvce.03a| src/burn/drv/capcom/d_cps2.cpp|
| mvsch		|  	| Marvel vs Capcom - clash of super heroes (980123 Hispanic)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvch.03| src/burn/drv/capcom/d_cps2.cpp|
| mvscj		|  	| Marvel vs Capcom - clash of super heroes (980123 Japan)| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcj.03a| src/burn/drv/capcom/d_cps2.cpp|
| mvscjsing	|  	| Marvel vs Capcom - clash of super heroes (980123 Japan, single PCB)| mvsc	| 1998	| Capcom	| CPS2		| 					| mvc_ja.simm1| src/burn/drv/capcom/d_cps2.cpp|
| mvscud	|  	| Marvel vs Capcom - clash of super heroes (980123 USA Phoenix Edition)| mvsc	| 1998	| bootleg	| CPS2		| 					| mvcud.03d| src/burn/drv/capcom/d_cps2.cpp|
| mvscu		|  	| Marvel vs Capcom - clash of super heroes (980123 USA)	| mvsc		| 1998	| Capcom	| CPS2		| 					| mvcu.03d| src/burn/drv/capcom/d_cps2.cpp|
| mmancp2ur2	|  	| Mega Man - The Power Battle (950925 USA, SAMPLE Version)| megaman	| 1995	| Capcom	| CPS2		| 					| rcmu.03| src/burn/drv/capcom/d_cps2.cpp|
| mmancp2ur1	|  	| Mega Man - The Power Battle (950926 USA, SAMPLE Version)| megaman	| 1995	| Capcom	| CPS2		| 					| rcmu.03a| src/burn/drv/capcom/d_cps2.cpp|
| megamana	|  	| Mega Man - the power battle (951006 Asia)		| megaman	| 1995	| Capcom	| CPS1		| 					| rcma_23b.8f| src/burn/drv/capcom/d_cps1.cpp|
| megaman	|  	| Mega Man - the power battle (951006 USA)		| 		| 1995	| Capcom	| CPS1		| 					| rcmu_23b.8f| src/burn/drv/capcom/d_cps1.cpp|
| mmancp2u	|  	| Mega Man - The Power Battle (951006 USA, SAMPLE Version)| megaman	| 1995	| Capcom	| CPS2		| 					| rcmu.03b| src/burn/drv/capcom/d_cps2.cpp|
| megaman2a	|  	| Mega Man 2 - the power fighters (960708 Asia)		| megaman2	| 1996	| Capcom	| CPS2		| 					| rm2a.03| src/burn/drv/capcom/d_cps2.cpp|
| megamn2d	|  	| Mega Man 2 - the power fighters (960708 USA Phoenix Edition)| megaman2	| 1996	| bootleg	| CPS2		| 					| rm2ud.03| src/burn/drv/capcom/d_cps2.cpp|
| megaman2	|  	| Mega Man 2 - the power fighters (960708 USA)		| 		| 1996	| Capcom	| CPS2		| 					| rm2u.03| src/burn/drv/capcom/d_cps2.cpp|
| megaman2h	|  	| Mega Man 2 - the power fighters (960712 Hispanic)	| megaman2	| 1996	| Capcom	| CPS2		| 					| rm2h.03| src/burn/drv/capcom/d_cps2.cpp|
| mtwins	|  	| Mega Twins (chiki chiki boys 900619 etc)		| 		| 1990	| Capcom	| CPS1		| 					| che_30.11f| src/burn/drv/capcom/d_cps1.cpp|
| mercs		|  	| Mercs (900302 etc)					| 		| 1990	| Capcom	| CPS1		| 					| so2_30e.11f| src/burn/drv/capcom/d_cps1.cpp|
| mercsur1	|  	| Mercs (900302 USA)					| mercs		| 1990	| Capcom	| CPS1		| 					| so2_30.11f| src/burn/drv/capcom/d_cps1.cpp|
| mercsu	|  	| Mercs (900608 USA)					| mercs		| 1990	| Capcom	| CPS1		| 					| so2_30a.11f| src/burn/drv/capcom/d_cps1.cpp|
| mpangr1	|  	| Mighty! Pang (000925 Euro)				| mpang		| 2000	| Mitchell	| CPS2		| 					| mpne.03b| src/burn/drv/capcom/d_cps2.cpp|
| mpanga	|  	| Mighty! Pang (001010 Asia)				| mpang		| 2000	| Mitchell	| CPS2		| 					| mpn_03a.6a| src/burn/drv/capcom/d_cps2.cpp|
| mpang		|  	| Mighty! Pang (001010 Euro)				| 		| 2000	| Mitchell	| CPS2		| 					| mpne.03c| src/burn/drv/capcom/d_cps2.cpp|
| mpangu	|  	| Mighty! Pang (001010 USA)				| mpang		| 2000	| Mitchell	| CPS2		| 					| mpnu.03| src/burn/drv/capcom/d_cps2.cpp|
| mpangjd	|  	| Mighty! Pang (001011 Japan Phoenix Edition)		| mpang		| 2000	| bootleg	| CPS2		| 					| mpnj-pnx.03| src/burn/drv/capcom/d_cps2.cpp|
| mpangj	|  	| Mighty! Pang (001011 Japan)				| mpang		| 2000	| Mitchell	| CPS2		| 					| mpnj.03a| src/burn/drv/capcom/d_cps2.cpp|
| mbomberj	|  	| Muscle Bomber - the body explosion (930713 Japan)	| slammast	| 1993	| Capcom	| CPS1		| 					| mbj_23e.8f| src/burn/drv/capcom/d_cps1.cpp|
| mbombdje	| X	| Muscle Bomber Duo - heat up warriors (931206 Japan E)	| mbombrd	| 1993	| Capcom	| CPS1		| 					| mbd_26.bin| src/burn/drv/capcom/d_cps1.cpp|
| mbombrdj	|  	| Muscle Bomber Duo - heat up warriors (931206 Japan)	| mbombrd	| 1993	| Capcom	| CPS1		| 					| mbdj_26.11e| src/burn/drv/capcom/d_cps1.cpp|
| mbombrda	| X	| Muscle Bomber Duo - ultimate team battle (931206 Asia)| mbombrd	| 1993	| Capcom	| CPS1		| 					| mbd_26.bin| src/burn/drv/capcom/d_cps1.cpp|
| mbombrdh	| X	| Muscle Bomber Duo - ultimate team battle (931206 Hispanic)| mbombrd	| 1993	| Capcom	| CPS1		| 					| mbd_26.bin| src/burn/drv/capcom/d_cps1.cpp|
| mbombrdu	| X	| Muscle Bomber Duo - ultimate team battle (931206 USA)	| mbombrd	| 1993	| Capcom	| CPS1		| 					| mbd_26.bin| src/burn/drv/capcom/d_cps1.cpp|
| mbombrd	|  	| Muscle Bomber Duo - ultimate team battle (931206 World)| 		| 1993	| Capcom	| CPS1		| 					| mbde_26.11e| src/burn/drv/capcom/d_cps1.cpp|
| nemor1	|  	| Nemo (90 11 09 etc)					| nemo		| 1990	| Capcom	| CPS1		| 					| nme_30.11f| src/burn/drv/capcom/d_cps1.cpp|
